series_id,reading_id,wavelength_nm,value
pr655,repeat_02,388,0.000220300004
pr655,repeat_02,392,0.000241500005
pr655,repeat_02,396,0.00041450001299999999
pr655,repeat_02,400,0.00122600002
pr655,repeat_02,404,0.0033269999499999999
pr655,repeat_02,408,0.00681499997
pr655,repeat_02,412,0.0120200003
pr655,repeat_02,416,0.016950000100000001
pr655,repeat_02,420,0.0210500006
pr655,repeat_02,424,0.024580000000000001
pr655,repeat_02,428,0.025569999600000001
pr655,repeat_02,432,0.027499999899999999
pr655,repeat_02,436,0.0301399995
pr655,repeat_02,440,0.028720000799999999
pr655,repeat_02,444,0.0279600006
pr655,repeat_02,448,0.027829999099999999
pr655,repeat_02,452,0.0287699997
pr655,repeat_02,456,0.031190000499999999
pr655,repeat_02,460,0.033429998900000001
pr655,repeat_02,464,0.0339800008
pr655,repeat_02,468,0.033640001000000003
pr655,repeat_02,472,0.033360000700000003
pr655,repeat_02,476,0.032859999700000003
pr655,repeat_02,480,0.032349999999999997
pr655,repeat_02,484,0.031870000099999997
pr655,repeat_02,488,0.032999999799999999
pr655,repeat_02,492,0.034030001599999998
pr655,repeat_02,496,0.0347100012
pr655,repeat_02,500,0.035999998499999998
pr655,repeat_02,504,0.038559999300000002
pr655,repeat_02,508,0.037480000399999998
pr655,repeat_02,512,0.035980001099999999
pr655,repeat_02,516,0.036139998600000001
pr655,repeat_02,520,0.035920001600000001
pr655,repeat_02,524,0.035790000099999997
pr655,repeat_02,528,0.039340000600000001
pr655,repeat_02,532,0.054170001299999999
pr655,repeat_02,536,0.076329998699999999
pr655,repeat_02,540,0.074900001300000005
pr655,repeat_02,544,0.061879999900000003
pr655,repeat_02,548,0.050390001400000002
pr655,repeat_02,552,0.0410800017
pr655,repeat_02,556,0.040470000399999997
pr655,repeat_02,560,0.042879998699999998
pr655,repeat_02,564,0.048000000399999999
pr655,repeat_02,568,0.052499998399999998
pr655,repeat_02,572,0.048930000500000001
pr655,repeat_02,576,0.047419998800000002
pr655,repeat_02,580,0.047380000399999997
pr655,repeat_02,584,0.051529999799999997
pr655,repeat_02,588,0.058720000100000003
pr655,repeat_02,592,0.0750799999
pr655,repeat_02,596,0.081749998000000004
pr655,repeat_02,600,0.073119998000000005
pr655,repeat_02,604,0.064450003199999994
pr655,repeat_02,608,0.064589999600000003
pr655,repeat_02,612,0.066780000899999997
pr655,repeat_02,616,0.061840001499999998
pr655,repeat_02,620,0.055179998299999998
pr655,repeat_02,624,0.053649999199999999
pr655,repeat_02,628,0.053739998499999997
pr655,repeat_02,632,0.051640000200000001
pr655,repeat_02,636,0.051070000999999997
pr655,repeat_02,640,0.050590001000000002
